City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
Annapolis, MD,#Republican,Sat Jun 20 23:21:45 +0000 2020,38.9706,-76.5047,#911eb4,2106,39321,1
New Jersey, USA,#Republican,Sat Jun 20 23:21:59 +0000 2020,40.32016673,-74.52402218,#911eb4,1469.239006,10892.99809,1
Westminster, MD,#Republican,Sat Jun 20 23:22:31 +0000 2020,39.5797,-77.0064,#911eb4,1078,18593,1
Florida, USA,#Equality,Sat Jun 20 23:24:14 +0000 2020,28.1400878,-82.12263066,#8980f5,927.0826374,33241.92747,1
Raleigh, NC,#Republican,Sat Jun 20 23:24:17 +0000 2020,35.8324,-78.6438,#911eb4,1235,1018336,1
Alabama, USA,#Republican,Sat Jun 20 23:24:46 +0000 2020,32.94153134,-86.74674229,#911eb4,145.0496575,7362.020548,1
Texas, USA,#AbortionIsMurder,Sat Jun 20 23:25:02 +0000 2020,30.6543695,-97.80444208,#469990,467.0797439,19220.27823,2
Bradenton, FL,#ProLife,Sat Jun 20 23:25:15 +0000 2020,27.49,-82.574,#564787,1512,56508,1
Lowry Crossing, TX,#ProLife,Sat Jun 20 23:25:50 +0000 2020,33.1709,-96.5444,#564787,261,1737,1
Colorado, USA,#Republican,Sat Jun 20 23:25:56 +0000 2020,39.18856198,-105.2954387,#911eb4,446.1802198,16481.65275,1
California, USA,#Republican,Sat Jun 20 23:26:22 +0000 2020,36.92493894,-120.1874709,#911eb4,956.995814,39607.22724,2
Nevada, USA,#Democrat,Sat Jun 20 23:26:25 +0000 2020,38.78390611,-117.3085008,#42d4f4,249.9541985,33847.93893,2
West Monroe, MI,#Equality,Sat Jun 20 23:27:09 +0000 2020,41.9143,-83.4317,#8980f5,1058,3397,1
Texas, USA,#Democrat,Sat Jun 20 23:27:25 +0000 2020,30.6543695,-97.80444208,#42d4f4,467.0797439,19220.27823,2
Oklahoma, USA,#Republican,Sat Jun 20 23:28:45 +0000 2020,35.55583016,-96.74808981,#911eb4,230.9456522,4969.266304,1
New Jersey, USA,#ProChoice,Sat Jun 20 23:29:32 +0000 2020,40.32016673,-74.52402218,#ff8427,1469.239006,10892.99809,1
Arizona, USA,#ProLife,Sat Jun 20 23:29:37 +0000 2020,33.87252332,-111.5864426,#564787,204.7286996,21483.22422,1
San Antonio, TX,#Republican,Sat Jun 20 23:29:43 +0000 2020,29.4658,-98.5254,#911eb4,1204,2002530,1
New York, USA,#Democrat,Sat Jun 20 23:29:52 +0000 2020,42.11192215,-75.02628554,#42d4f4,970.2613531,35076.80816,1
California, USA,#WhiteLivesMatter,Sat Jun 20 23:29:55 +0000 2020,36.92493894,-120.1874709,#e6194B,956.995814,39607.22724,1
Connecticut, USA Nationalist,#Republican,Sat Jun 20 23:30:29 +0000 2020,41.55448839,-72.68079196,#911eb4,749.8392857,36364.16964,1
Maine, USA,#Republican,Sat Jun 20 23:30:47 +0000 2020,44.11133171,-69.81447561,#911eb4,252.902439,15044.65854,1
Edinboro, PA,#Republican,Sat Jun 20 23:31:53 +0000 2020,41.8762,-80.1247,#911eb4,1006,6729,1
Iowa, USA,#Republican,Sat Jun 20 23:32:23 +0000 2020,42.05805303,-93.38755978,#911eb4,286.4915591,3145.919563,1
New York, NY,Feminazi,Sat Jun 20 23:32:46 +0000 2020,40.6943,-73.9249,#69d1c5,11083,19354922,2
Oakland, CA,#Feminism,Sat Jun 20 23:33:07 +0000 2020,37.7903,-122.2165,#7ebce6,2937,425195,1
Miami, FL,#ProLife,Sat Jun 20 23:33:43 +0000 2020,25.7839,-80.2102,#564787,4969,6381966,1
Arkansas, USA,#Copslivesmatter,Sat Jun 20 23:34:05 +0000 2020,35.0755365,-92.35809255,#808000,199.726257,4858.420857,2
Arkansas, USA,#Copslivesmatter,Sat Jun 20 23:34:05 +0000 2020,35.0755365,-92.35809255,#808000,199.726257,4858.420857,1
Ohio, USA,#ProLife,Sat Jun 20 23:34:26 +0000 2020,40.35181636,-82.80448713,#564787,549.1569767,11432.45266,1
Upper Arlington, Ohio,#Equality,Sat Jun 20 23:34:28 +0000 2020,40.0272,-83.0704,#8980f5,1393,35337,1
Los Angeles, CA,#Republican,Sat Jun 20 23:34:29 +0000 2020,34.1139,-118.4068,#911eb4,3295,12815475,1
Auburn, WA,#Democrat,Sat Jun 20 23:35:58 +0000 2020,47.3041,-122.211,#42d4f4,1057,80776,1
Flemington, NJ,#Republican,Sat Jun 20 23:36:12 +0000 2020,40.5087,-74.8599,#911eb4,1655,4621,1
Flemington, NJ,#Democrat,Sat Jun 20 23:36:12 +0000 2020,40.5087,-74.8599,#42d4f4,1655,4621,1
Weirton, WV,#AbortionIsMurder,Sat Jun 20 23:36:14 +0000 2020,40.406,-80.5671,#469990,399,67082,1
Chicago, Illinois ,#Democrat,Sat Jun 20 23:36:40 +0000 2020,41.8373,-87.6862,#42d4f4,4612,8675982,1
Casa Grande, AZ,#AbortionIsMurder,Sat Jun 20 23:37:11 +0000 2020,32.9068,-111.7624,#469990,193,58632,1
Missouri, USA,#Republican,Sat Jun 20 23:37:22 +0000 2020,38.46613427,-92.43911626,#911eb4,405.1566312,7224.933204,1
Los Angeles, California,#Equality,Sat Jun 20 23:37:34 +0000 2020,34.1139,-118.4068,#8980f5,3295,12815475,2
Utah, USA,#Equality,Sat Jun 20 23:37:45 +0000 2020,39.86944753,-111.7418315,#8980f5,364.6358025,14984.16049,1
San Jose, CA,#Equality,Sat Jun 20 23:38:30 +0000 2020,37.3021,-121.8489,#8980f5,2257,1821899,1
Colorado, USA,#WhiteLivesMatter,Sat Jun 20 23:38:55 +0000 2020,39.18856198,-105.2954387,#e6194B,446.1802198,16481.65275,1
Manhattan, NY,#IllegalAliens,Sat Jun 20 23:39:02 +0000 2020,40.7834,-73.9662,#aaffc3,27799,1643734,1
Manhattan, NY,#IllegalAliens,Sat Jun 20 23:39:02 +0000 2020,40.7834,-73.9662,#aaffc3,27799,1643734,1
Virginia, USA,#Democrat,Sat Jun 20 23:39:07 +0000 2020,37.7647657,-78.37606126,#42d4f4,544.5238908,13988.1314,1
North Carolina, USA,#Democrat,Sat Jun 20 23:39:30 +0000 2020,35.43980951,-79.32081359,#42d4f4,296.3206522,12504.38587,1
Maryland, USA,#WhiteLivesMatter,Sat Jun 20 23:40:02 +0000 2020,39.09669125,-76.99463502,#e6194B,843.9649805,13387.10117,1
North Manchester, IN,#AbortionIsMurder,Sat Jun 20 23:40:10 +0000 2020,41.0044,-85.775,#469990,637,5761,1
Chicago, IL,#Equality,Sat Jun 20 23:40:28 +0000 2020,41.8373,-87.6862,#8980f5,4612,8675982,1
Seattle, WA,#WhiteLivesMatter,Sat Jun 20 23:40:44 +0000 2020,47.6211,-122.3244,#e6194B,3336,3643765,1
Phoenix, Arizona,#Equality,Sat Jun 20 23:41:03 +0000 2020,33.5722,-112.0891,#8980f5,1212,4081849,1
Charlotte, NC,#Republican,Sat Jun 20 23:42:22 +0000 2020,35.2079,-80.8304,#911eb4,1081,1467362,1
Belmont, CA,#Republican,Sat Jun 20 23:42:45 +0000 2020,37.5154,-122.2955,#911eb4,2261,27140,1
Los Angeles, CA,#ProLife,Sat Jun 20 23:43:24 +0000 2020,34.1139,-118.4068,#564787,3295,12815475,1
Los Angeles, CA,#AbortionIsMurder,Sat Jun 20 23:43:24 +0000 2020,34.1139,-118.4068,#469990,3295,12815475,1
Montana, USA,#Republican,Sat Jun 20 23:44:18 +0000 2020,47.08978039,-110.9596541,#911eb4,213.3701657,2255.157459,1
Florida, USA,#Republican,Sat Jun 20 23:45:00 +0000 2020,28.1400878,-82.12263066,#911eb4,927.0826374,33241.92747,1
Tuscaloosa, Alabama,#Republican,Sat Jun 20 23:45:08 +0000 2020,33.2348,-87.5266,#911eb4,627,154204,1
New York, USA,Feminazi,Sat Jun 20 23:45:17 +0000 2020,42.11192215,-75.02628554,#69d1c5,970.2613531,35076.80816,2
Washington, DC,#Republican,Sat Jun 20 23:46:19 +0000 2020,38.9047,-77.0163,#911eb4,4382,5289420,1
Los Angeles, CA,#Equality,Sat Jun 20 23:47:37 +0000 2020,34.1139,-118.4068,#8980f5,3295,12815475,2
Indiana, USA,#Democrat,Sat Jun 20 23:47:47 +0000 2020,39.98034558,-86.28141401,#42d4f4,507.0575221,9087.176991,1
Baxter, MN,#ProLife,Sat Jun 20 23:47:58 +0000 2020,46.3426,-94.2794,#564787,169,8278,1
North Carolina, USA,#AbortionIsMurder,Sat Jun 20 23:48:09 +0000 2020,35.43980951,-79.32081359,#469990,296.3206522,12504.38587,2
Charleston, WV,#Republican,Sat Jun 20 23:49:16 +0000 2020,38.3484,-81.6323,#911eb4,587,142858,1
Stockbridge, Georgia,#MAGA,Sat Jun 20 23:49:42 +0000 2020,33.5253,-84.2294,#ffc800,822,29114,1
Stockbridge, Georgia,#TulsaTrumpRally,Sat Jun 20 23:49:42 +0000 2020,33.5253,-84.2294,#f032e6,822,29114,1
Calhoun, GA,#WhiteLivesMatter,Sat Jun 20 23:49:49 +0000 2020,34.4917,-84.9391,#e6194B,405,33029,1
Iowa, USA,#ProLife,Sat Jun 20 23:50:25 +0000 2020,42.05805303,-93.38755978,#564787,286.4915591,3145.919563,1
Miami Beach, FL,#redpill,Sat Jun 20 23:50:26 +0000 2020,25.8171,-80.1396,#3cb44b,4633,92307,1
Las Vegas, NV,#Republican,Sat Jun 20 23:50:41 +0000 2020,36.2333,-115.2654,#911eb4,1747,2073045,1
California, USA,#redpill,Sat Jun 20 23:50:51 +0000 2020,36.92493894,-120.1874709,#3cb44b,956.995814,39607.22724,1
New Jersey, USA,#ProLife,Sat Jun 20 23:51:26 +0000 2020,40.32016673,-74.52402218,#564787,1469.239006,10892.99809,1
Las Vegas, NV,#redpill,Sat Jun 20 23:51:34 +0000 2020,36.2333,-115.2654,#3cb44b,1747,2073045,1
Fort Worth, TX,#Republican,Sat Jun 20 23:51:40 +0000 2020,32.7812,-97.3472,#911eb4,978,874168,1
Indiana, USA,#Republican,Sat Jun 20 23:52:05 +0000 2020,39.98034558,-86.28141401,#911eb4,507.0575221,9087.176991,1
North Carolina, USA,#redpill,Sat Jun 20 23:52:06 +0000 2020,35.43980951,-79.32081359,#3cb44b,296.3206522,12504.38587,1
Texas, USA,#redpill,Sat Jun 20 23:52:14 +0000 2020,30.6543695,-97.80444208,#3cb44b,467.0797439,19220.27823,2
Arizona, USA,#redpill,Sat Jun 20 23:52:20 +0000 2020,33.87252332,-111.5864426,#3cb44b,204.7286996,21483.22422,1
South Carolina, USA,#redpill,Sat Jun 20 23:52:20 +0000 2020,34.02741447,-81.11013807,#3cb44b,310.6446701,11497.96447,1
Arizona, USA,#Republican,Sat Jun 20 23:52:23 +0000 2020,33.87252332,-111.5864426,#911eb4,204.7286996,21483.22422,1
Indiana, USA,#redpill,Sat Jun 20 23:52:42 +0000 2020,39.98034558,-86.28141401,#3cb44b,507.0575221,9087.176991,1
Georgia, USA,AllLivesMatter,Sat Jun 20 23:53:09 +0000 2020,32.96564403,-83.57147565,#ffe119,315.7548387,17340.27419,1
Colorado, USA,AllLivesMatter,Sat Jun 20 23:53:23 +0000 2020,39.18856198,-105.2954387,#ffe119,446.1802198,16481.65275,1
Florida, USA,AllLivesMatter,Sat Jun 20 23:53:32 +0000 2020,28.1400878,-82.12263066,#ffe119,927.0826374,33241.92747,2
California, USA,AllLivesMatter,Sat Jun 20 23:53:43 +0000 2020,36.92493894,-120.1874709,#ffe119,956.995814,39607.22724,2
Seat Pleasant, Maryland,#Equality,Sat Jun 20 23:53:47 +0000 2020,38.8952,-76.9016,#8980f5,2509,4823,1
California, USA,AllLivesMatter,Sat Jun 20 23:53:56 +0000 2020,36.92493894,-120.1874709,#ffe119,956.995814,39607.22724,2
Charlotte, NC,#redpill,Sat Jun 20 23:54:03 +0000 2020,35.2079,-80.8304,#3cb44b,1081,1467362,1
Marietta, GA,AllLivesMatter,Sat Jun 20 23:54:03 +0000 2020,33.9532,-84.5422,#ffe119,1009,61048,1
New York, USA,AllLivesMatter,Sat Jun 20 23:54:18 +0000 2020,42.11192215,-75.02628554,#ffe119,970.2613531,35076.80816,2
Salem, OR,AllLivesMatter,Sat Jun 20 23:54:20 +0000 2020,44.9232,-123.0245,#ffe119,1347,259816,1
Texas, USA,#LGBTQRights,Sat Jun 20 23:54:31 +0000 2020,30.6543695,-97.80444208,#9A6324,467.0797439,19220.27823,2
Washington, DC,AllLivesMatter,Sat Jun 20 23:54:45 +0000 2020,38.9047,-77.0163,#ffe119,4382,5289420,1
Florida, USA,#redpill,Sat Jun 20 23:54:58 +0000 2020,28.1400878,-82.12263066,#3cb44b,927.0826374,33241.92747,1
San Diego, CA,AllLivesMatter,Sat Jun 20 23:55:10 +0000 2020,32.8312,-117.1225,#ffe119,1683,3210314,1
Texas, USA,#redpill,Sat Jun 20 23:55:13 +0000 2020,30.6543695,-97.80444208,#3cb44b,467.0797439,19220.27823,2
Michigan, USA,#redpill,Sat Jun 20 23:55:17 +0000 2020,43.47372116,-84.86635913,#3cb44b,503.2115942,15115.93768,1
Cary, NC,#Republican,Sat Jun 20 23:55:32 +0000 2020,35.7817,-78.8175,#911eb4,1118,165904,1
North Carolina, USA,AllLivesMatter,Sat Jun 20 23:55:37 +0000 2020,35.43980951,-79.32081359,#ffe119,296.3206522,12504.38587,1
Pearland, TX,#redpill,Sat Jun 20 23:56:04 +0000 2020,29.5585,-95.3215,#3cb44b,961,119940,1
New York, USA,#Republican,Sat Jun 20 23:56:05 +0000 2020,42.11192215,-75.02628554,#911eb4,970.2613531,35076.80816,1
San Francisco, CA,#ProLife,Sat Jun 20 23:56:18 +0000 2020,37.7562,-122.443,#564787,7286,3603761,1
Vero Beach, FL,AllLivesMatter,Sat Jun 20 23:56:18 +0000 2020,27.6463,-80.393,#ffe119,570,16919,1
Charlotte, NC,#ProLife,Sat Jun 20 23:56:29 +0000 2020,35.2079,-80.8304,#564787,1081,1467362,1
West Virginia, USA,AllLivesMatter,Sat Jun 20 23:56:31 +0000 2020,38.60089109,-80.84658366,#ffe119,363.8737624,3405.658416,1
Alabama, USA,AllLivesMatter,Sat Jun 20 23:56:32 +0000 2020,32.94153134,-86.74674229,#ffe119,145.0496575,7362.020548,1
Berea,Ohio,AllLivesMatter,Sat Jun 20 23:56:34 +0000 2020,41.3696,-81.8642,#ffe119,1286,18850,1
New York, NY,#redpill,Sat Jun 20 23:56:40 +0000 2020,40.6943,-73.9249,#3cb44b,11083,19354922,1
Garland, TX,AllLivesMatter,Sat Jun 20 23:56:51 +0000 2020,32.91,-96.6305,#ffe119,1610,238002,1
California, USA,#onlyfans,Sat Jun 20 23:57:18 +0000 2020,36.92493894,-120.1874709,#3ba99c,956.995814,39607.22724,1
Myrtle Beach, SC,AllLivesMatter,Sat Jun 20 23:57:20 +0000 2020,33.7096,-78.8842,#ffe119,536,260487,1
California, USA,#Republican,Sat Jun 20 23:57:20 +0000 2020,36.92493894,-120.1874709,#911eb4,956.995814,39607.22724,2
New Jersey, USA,#redpill,Sat Jun 20 23:57:24 +0000 2020,40.32016673,-74.52402218,#3cb44b,1469.239006,10892.99809,1
Nevada, USA,AllLivesMatter,Sat Jun 20 23:57:32 +0000 2020,38.78390611,-117.3085008,#ffe119,249.9541985,33847.93893,1
Los Angeles, CA,#Democrat,Sat Jun 20 23:57:41 +0000 2020,34.1139,-118.4068,#42d4f4,3295,12815475,1
Kissimmee, FL,#ProLife,Sat Jun 20 23:57:49 +0000 2020,28.3042,-81.4164,#564787,1318,374231,1
Pennsylvania, USA,#redpill,Sat Jun 20 23:57:52 +0000 2020,40.62121128,-77.63372888,#3cb44b,782.3564815,9051.620949,1
Colorado Springs, CO,#redpill,Sat Jun 20 23:57:55 +0000 2020,38.8674,-104.7606,#3cb44b,919,623946,1
Las Vegas, NV,#onlyfans,Sat Jun 20 23:58:14 +0000 2020,36.2333,-115.2654,#3ba99c,1747,2073045,1
Winter Haven, FL,AllLivesMatter,Sat Jun 20 23:58:14 +0000 2020,28.0118,-81.7017,#ffe119,497,245237,1
Pikeville, KY,#redpill,Sat Jun 20 23:58:16 +0000 2020,37.4807,-82.5262,#3cb44b,118,7685,1
New York, NY,AllLivesMatter,Sat Jun 20 23:58:19 +0000 2020,40.6943,-73.9249,#ffe119,11083,19354922,2
Ohio, USA,#onlyfans,Sat Jun 20 23:58:29 +0000 2020,40.35181636,-82.80448713,#3ba99c,549.1569767,11432.45266,1
Georgia, USA,#redpill,Sat Jun 20 23:58:48 +0000 2020,32.96564403,-83.57147565,#3cb44b,315.7548387,17340.27419,1
Laguna Beach, CA,#BLM,Sat Jun 20 23:58:49 +0000 2020,33.5449,-117.7613,#1e212b,1005,23147,1
New Jersey, USA,#BLM,Sat Jun 20 23:58:54 +0000 2020,40.32016673,-74.52402218,#1e212b,1469.239006,10892.99809,1
Kings Mills, OH,#Democrat,Sat Jun 20 23:58:54 +0000 2020,39.3586,-84.2505,#42d4f4,497,1483,1
Denver, CO,#BLM,Sat Jun 20 23:58:58 +0000 2020,39.7621,-104.8759,#1e212b,1774,2787266,1
Grand Rapids, MI,#BLM,Sat Jun 20 23:59:01 +0000 2020,42.9615,-85.6557,#1e212b,1727,602694,1
Michigan, USA,#BLM,Sat Jun 20 23:59:02 +0000 2020,43.47372116,-84.86635913,#1e212b,503.2115942,15115.93768,1
Florida, USA,#onlyfans,Sat Jun 20 23:59:13 +0000 2020,28.1400878,-82.12263066,#3ba99c,927.0826374,33241.92747,1
Colorado, USA,#onlyfans,Sat Jun 20 23:59:14 +0000 2020,39.18856198,-105.2954387,#3ba99c,446.1802198,16481.65275,1
Sedona, AZ,#BLM,Sat Jun 20 23:59:15 +0000 2020,34.8574,-111.7951,#1e212b,209,6967,1
New Orleans, LA,#BLM,Sat Jun 20 23:59:18 +0000 2020,30.0687,-89.9288,#1e212b,896,1029123,1
Minneapolis, MN,#BLM,Sat Jun 20 23:59:22 +0000 2020,44.9635,-93.2678,#1e212b,3019,2926757,1
South Carolina, USA,AllLivesMatter,Sat Jun 20 23:59:25 +0000 2020,34.02741447,-81.11013807,#ffe119,310.6446701,11497.96447,1
Tennessee, USA,#redpill,Sat Jun 20 23:59:33 +0000 2020,35.82854061,-86.25442746,#3cb44b,230.8615023,14237.33099,1
Norman, OK,#BLM,Sat Jun 20 23:59:36 +0000 2020,35.2335,-97.3471,#1e212b,265,115065,1
Gatesville, NC,#MAGA,Sat Jun 20 23:59:36 +0000 2020,36.4072,-76.7566,#ffc800,285,299,1
Georgia, USA,#COVID19,Sat Jun 20 23:59:36 +0000 2020,32.96564403,-83.57147565,#4363d8,315.7548387,17340.27419,1
La Feria, TX,#BLM,Sat Jun 20 23:59:38 +0000 2020,26.1544,-97.8256,#1e212b,659,7364,1
Pocatello, ID,#BLM,Sat Jun 20 23:59:38 +0000 2020,42.8716,-112.4652,#1e212b,651,71020,1
Gilbert, AZ,#MAGA,Sat Jun 20 23:59:38 +0000 2020,33.3103,-111.7463,#ffc800,1374,242354,1
Michigan, USA,#MAGA,Sat Jun 20 23:59:40 +0000 2020,43.47372116,-84.86635913,#ffc800,503.2115942,15115.93768,3
California, USA,BlackLivesMatter,Sat Jun 20 23:59:40 +0000 2020,36.92493894,-120.1874709,#f2542d,956.995814,39607.22724,1
San Diego, CA,BlackLivesMatter,Sat Jun 20 23:59:40 +0000 2020,32.8312,-117.1225,#f2542d,1683,3210314,2
Atlanta, GA,BlackLivesMatter,Sat Jun 20 23:59:40 +0000 2020,33.7627,-84.4225,#f2542d,1384,5228750,1
New York, NY,BlackLivesMatter,Sat Jun 20 23:59:40 +0000 2020,40.6943,-73.9249,#f2542d,11083,19354922,2
Alaska, USA,#COVID19,Sat Jun 20 23:59:40 +0000 2020,61.43625807,-150.8333419,#4363d8,38.64022663,1971.07932,1
Davis, California,#COVID19,Sat Jun 20 23:59:40 +0000 2020,38.5552,-121.7365,#4363d8,2693,76524,1
New York, USA,#BLM,Sat Jun 20 23:59:41 +0000 2020,42.11192215,-75.02628554,#1e212b,970.2613531,35076.80816,2
Lakeland, FL,#MAGA,Sat Jun 20 23:59:41 +0000 2020,28.0557,-81.9545,#ffc800,630,291281,1
California, USA,#MAGA,Sat Jun 20 23:59:41 +0000 2020,36.92493894,-120.1874709,#ffc800,956.995814,39607.22724,2
Michigan, USA,#MAGA,Sat Jun 20 23:59:41 +0000 2020,43.47372116,-84.86635913,#ffc800,503.2115942,15115.93768,3
Boston, MA,BlackLivesMatter,Sat Jun 20 23:59:41 +0000 2020,42.3188,-71.0846,#f2542d,5472,4637537,1
Texas, USA,BlackLivesMatter,Sat Jun 20 23:59:43 +0000 2020,30.6543695,-97.80444208,#f2542d,467.0797439,19220.27823,1
Illinois, USA,AllLivesMatter,Sat Jun 20 23:59:43 +0000 2020,40.33568556,-89.03020462,#ffe119,554.2741935,13391.53886,1
San Diego, CA,#MAGA,Sat Jun 20 23:59:44 +0000 2020,32.8312,-117.1225,#ffc800,1683,3210314,1
Pennsylvania, USA,BlackLivesMatter,Sat Jun 20 23:59:45 +0000 2020,40.62121128,-77.63372888,#f2542d,782.3564815,9051.620949,1
Suisun City, CA,#MAGA,Sat Jun 20 23:59:46 +0000 2020,38.2471,-122.0086,#ffc800,2787,29639,1
Florida, USA,AllLivesMatter,Sat Jun 20 23:59:46 +0000 2020,28.1400878,-82.12263066,#ffe119,927.0826374,33241.92747,2
Houston, TX,#COVID19,Sat Jun 20 23:59:46 +0000 2020,29.7869,-95.3905,#4363d8,1401,5446468,1
El Paso, TX,#BLM,Sat Jun 20 23:59:48 +0000 2020,31.8479,-106.4309,#1e212b,1025,845674,1
San Antonio, Texas,#MAGA,Sat Jun 20 23:59:48 +0000 2020,29.4658,-98.5254,#ffc800,1204,2002530,1
Honolulu, HI,#MAGA,Sat Jun 20 23:59:48 +0000 2020,21.3294,-157.846,#ffc800,2234,833671,1
Idaho, USA,#MAGA,Sat Jun 20 23:59:48 +0000 2020,44.56990398,-114.6900119,#ffc800,425.5088496,7221.420354,1
San Diego, CA,BlackLivesMatter,Sat Jun 20 23:59:48 +0000 2020,32.8312,-117.1225,#f2542d,1683,3210314,2
Arkansas, high ground #MAGA,#redpill,Sat Jun 20 23:59:48 +0000 2020,35.0755365,-92.35809255,#3cb44b,199.726257,4858.420857,1
Florida, USA,#MAGA,Sat Jun 20 23:59:49 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
South Dakota, USA,#MAGA,Sat Jun 20 23:59:49 +0000 2020,44.28062041,-98.9464477,#ffc800,235.9311224,1732.022959,1
Durham, NC,BlackLivesMatter,Sat Jun 20 23:59:49 +0000 2020,35.9795,-78.9032,#f2542d,921,407575,1
Brooklyn, NY,#COVID19,Sat Jun 20 23:59:49 +0000 2020,40.6501,-73.9496,#4363d8,14606,2629150,1
Ohio, USA,BlackLivesMatter,Sat Jun 20 23:59:50 +0000 2020,40.35181636,-82.80448713,#f2542d,549.1569767,11432.45266,1
Bryan, TX,BlackLivesMatter,Sat Jun 20 23:59:50 +0000 2020,30.6657,-96.3668,#f2542d,709,84021,1
Texas, USA,#COVID19,Sat Jun 20 23:59:50 +0000 2020,30.6543695,-97.80444208,#4363d8,467.0797439,19220.27823,1
Florida, USA,#MAGA,Sat Jun 20 23:59:51 +0000 2020,28.1400878,-82.12263066,#ffc800,927.0826374,33241.92747,2
Ohio, USA,#MAGA,Sat Jun 20 23:59:51 +0000 2020,40.35181636,-82.80448713,#ffc800,549.1569767,11432.45266,1
Alabama, USA,#MAGA,Sat Jun 20 23:59:51 +0000 2020,32.94153134,-86.74674229,#ffc800,145.0496575,7362.020548,1
Seattle, WA,BlackLivesMatter,Sat Jun 20 23:59:51 +0000 2020,47.6211,-122.3244,#f2542d,3336,3643765,2
West Palm Beach, FL,BlackLivesMatter,Sat Jun 20 23:59:51 +0000 2020,26.7469,-80.1316,#f2542d,775,110222,1
North Carolina, USA,#TulsaTrumpRally,Sat Jun 20 23:59:52 +0000 2020,35.43980951,-79.32081359,#f032e6,296.3206522,12504.38587,1
Atlanta, GA,#TulsaTrumpRally,Sat Jun 20 23:59:52 +0000 2020,33.7627,-84.4225,#f032e6,1384,5228750,1
San Francisco, CA,#TulsaTrumpRally,Sat Jun 20 23:59:52 +0000 2020,37.7562,-122.443,#f032e6,7286,3603761,2
California, USA,#MAGA,Sat Jun 20 23:59:53 +0000 2020,36.92493894,-120.1874709,#ffc800,956.995814,39607.22724,2
Texas, USA,#MAGA,Sat Jun 20 23:59:53 +0000 2020,30.6543695,-97.80444208,#ffc800,467.0797439,19220.27823,1
Tampa, FL,#COVID19,Sat Jun 20 23:59:53 +0000 2020,27.9942,-82.4451,#4363d8,1305,2804240,1
Houston, Texas,#TulsaTrumpRally,Sat Jun 20 23:59:53 +0000 2020,29.7869,-95.3905,#f032e6,1401,5446468,2
Chicago, IL,#MAGA,Sat Jun 20 23:59:54 +0000 2020,41.8373,-87.6862,#ffc800,4612,8675982,1
New York, USA,#MAGA,Sat Jun 20 23:59:54 +0000 2020,42.11192215,-75.02628554,#ffc800,970.2613531,35076.80816,2
New Jersey, USA,#MAGA,Sat Jun 20 23:59:54 +0000 2020,40.32016673,-74.52402218,#ffc800,1469.239006,10892.99809,1
Aiken, South Carolina,#TulsaTrumpRally,Sat Jun 20 23:59:54 +0000 2020,33.5304,-81.727,#f032e6,568,30721,1
San Francisco, CA,#TulsaTrumpRally,Sat Jun 20 23:59:54 +0000 2020,37.7562,-122.443,#f032e6,7286,3603761,2
Nevada, USA,#TulsaTrumpRally,Sat Jun 20 23:59:54 +0000 2020,38.78390611,-117.3085008,#f032e6,249.9541985,33847.93893,1
Charlotte, NC,#COVID19,Sat Jun 20 23:59:55 +0000 2020,35.2079,-80.8304,#4363d8,1081,1467362,1
Arizona, USA,#COVID19,Sat Jun 20 23:59:55 +0000 2020,33.87252332,-111.5864426,#4363d8,204.7286996,21483.22422,1
Baltimore, MD,#COVID19,Sat Jun 20 23:59:55 +0000 2020,39.3051,-76.6144,#4363d8,2917,2170504,1
Santa Fe, NM,#COVID19,Sat Jun 20 23:59:55 +0000 2020,35.6619,-105.9819,#4363d8,619,110078,1
Spokane Valley, WA,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,47.6625,-117.2346,#f032e6,1001,97847,1
Mountain Home, AR,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,36.3349,-92.3846,#f032e6,400,14047,1
New Jersey, USA,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,40.32016673,-74.52402218,#f032e6,1469.239006,10892.99809,1
Texas, USA,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,30.6543695,-97.80444208,#f032e6,467.0797439,19220.27823,1
Brooklyn, NY,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,40.6501,-73.9496,#f032e6,14606,2629150,1
Xenia, OH,#TulsaTrumpRally,Sat Jun 20 23:59:55 +0000 2020,39.6829,-83.9413,#f032e6,787,26562,1
New York, NY via Highland,#MAGA,Sat Jun 20 23:59:56 +0000 2020,42.11192215,-75.02628554,#ffc800,970.2613531,35076.80816,2
Honolulu, HI,#TulsaTrumpRally,Sat Jun 20 23:59:56 +0000 2020,21.3294,-157.846,#f032e6,2234,833671,1
St. Petersburg, FL,#TulsaTrumpRally,Sat Jun 20 23:59:56 +0000 2020,27.793,-82.6652,#f032e6,1643,263255,1
Houston, TX,#TulsaTrumpRally,Sat Jun 20 23:59:56 +0000 2020,29.7869,-95.3905,#f032e6,1401,5446468,2
Wisconsin, USA,#BLM,Sat Jun 20 23:59:57 +0000 2020,44.15892607,-89.66840869,#1e212b,323.3592737,7699.124514,1
