Index,City,State,Hashtag,Created_At,Lat,Lng,Color,Density,Population,Counts
214,California, USA,#DisarmthePolice,Sun Jun 21 05:23:37 +0000 2020,36.924938936877076,-120.18747089700997,#562c2c,956.9958139534883,39607.22724252492,1
215,Dallas, TX,#DisarmthePolice,Sun Jun 21 04:41:45 +0000 2020,32.7936,-96.7662,#562c2c,1524.0,5733259.0,1
217,New York, NY,#DisarmthePolice,Sun Jun 21 01:55:03 +0000 2020,40.6943,-73.9249,#562c2c,11083.0,19354922.0,1
226,Orlando, FL,BlackLivesMatter,Sun Jun 21 12:12:08 +0000 2020,28.4772,-81.3369,#f2542d,982.0,1776841.0,1
229,North Carolina, USA,BlackLivesMatter,Sun Jun 21 12:12:05 +0000 2020,35.439809510869566,-79.32081358695652,#f2542d,296.32065217391306,12504.385869565218,1
232,Charleston, SC,BlackLivesMatter,Sun Jun 21 12:12:02 +0000 2020,32.8151,-79.963,#f2542d,470.0,616085.0,1
236,Lafayette, IN,BlackLivesMatter,Sun Jun 21 12:11:59 +0000 2020,40.399,-86.8593,#f2542d,951.0,159293.0,1
238,Texas, USA,BlackLivesMatter,Sun Jun 21 12:11:53 +0000 2020,30.65436949941793,-97.80444208381839,#f2542d,467.07974388824215,19220.278230500582,1
240,Effingham, IL,BlackLivesMatter,Sun Jun 21 12:11:51 +0000 2020,39.1207,-88.5509,#f2542d,477.0,14092.0,1
245,St. Louis, MO,BlackLivesMatter,Sun Jun 21 12:11:46 +0000 2020,38.6358,-90.2451,#f2542d,1929.0,2078283.0,1
249,Athens, GA,#WhiteLivesMatter,Sun Jun 21 12:10:35 +0000 2020,33.9508,-83.3689,#e6194B,417.0,140169.0,1
253,Bluffton, IN,#WhiteLivesMatter,Sun Jun 21 12:09:47 +0000 2020,40.7426,-85.173,#e6194B,470.0,10085.0,1
265,Illinois, USA,#WhiteLivesMatter,Sun Jun 21 11:58:16 +0000 2020,40.335685557184746,-89.03020461876832,#e6194B,554.2741935483871,13391.538856304986,1
266,Ohio, USA,#WhiteLivesMatter,Sun Jun 21 11:55:43 +0000 2020,40.35181636212625,-82.80448712624585,#e6194B,549.1569767441861,11432.45265780731,1
271,Pennsylvania, USA,#redpill,Sun Jun 21 12:11:41 +0000 2020,40.62121128472223,-77.63372887731481,#3cb44b,782.3564814814815,9051.620949074075,1
272,New York, USA,#redpill,Sun Jun 21 12:11:32 +0000 2020,42.11192215013902,-75.02628554216868,#3cb44b,970.2613531047266,35076.80815569972,1
273,Pigeon Forge, TN,#redpill,Sun Jun 21 12:09:20 +0000 2020,35.7977,-83.5623,#3cb44b,180.0,6238.0,1
274,South Carolina, USA,#redpill,Sun Jun 21 12:08:25 +0000 2020,34.02741446700507,-81.11013807106599,#3cb44b,310.6446700507614,11497.964467005077,2
279,South Carolina, USA,#redpill,Sun Jun 21 12:01:23 +0000 2020,34.02741446700507,-81.11013807106599,#3cb44b,310.6446700507614,11497.964467005077,2
282,Indiana, USA,#redpill,Sun Jun 21 11:55:03 +0000 2020,39.980345575221236,-86.28141401179941,#3cb44b,507.0575221238938,9087.176991150442,1
283,Los Angeles, CA,#redpill,Sun Jun 21 11:54:34 +0000 2020,34.1139,-118.4068,#3cb44b,3295.0,12815475.0,1
284,Chicago, IL,#redpill,Sun Jun 21 11:53:31 +0000 2020,41.8373,-87.6862,#3cb44b,4612.0,8675982.0,1
285,Massachusetts, USA,#redpill,Sun Jun 21 11:51:45 +0000 2020,42.08924751773049,-71.18091205673758,#3cb44b,1008.886524822695,63636.99290780142,1
287,Tonawanda, NY,#redpill,Sun Jun 21 11:50:40 +0000 2020,43.0105,-78.8805,#3cb44b,1513.0,14904.0,1
289,Ohio, USA,#redpill,Sun Jun 21 11:48:58 +0000 2020,40.35181636212625,-82.80448712624585,#3cb44b,549.1569767441861,11432.45265780731,1
291,Florida, USA,#redpill,Sun Jun 21 11:46:59 +0000 2020,28.1400878021978,-82.12263065934067,#3cb44b,927.0826373626373,33241.92747252747,1
292,North Carolina, USA/ Seoul,#redpill,Sun Jun 21 11:46:12 +0000 2020,35.439809510869566,-79.32081358695652,#3cb44b,296.32065217391306,12504.385869565218,1
293,Kentucky, USA,#redpill,Sun Jun 21 11:42:50 +0000 2020,37.77555102420857,-85.40921098696461,#3cb44b,543.3631284916202,6122.7597765363125,1
295,Texas, USA,#redpill,Sun Jun 21 11:37:11 +0000 2020,30.65436949941793,-97.80444208381839,#3cb44b,467.07974388824215,19220.278230500582,1
296,Georgia, USA,#redpill,Sun Jun 21 11:36:57 +0000 2020,32.96564403225806,-83.57147564516129,#3cb44b,315.7548387096774,17340.274193548386,1
297,Denison, TX,#redpill,Sun Jun 21 11:36:49 +0000 2020,33.7672,-96.5807,#3cb44b,329.0,24380.0,1
299,Chicago, IL,AllLivesMatter,Sun Jun 21 12:11:27 +0000 2020,41.8373,-87.6862,#ffe119,4612.0,8675982.0,1
300,Michigan, USA,AllLivesMatter,Sun Jun 21 12:10:56 +0000 2020,43.47372115942029,-84.86635913043477,#ffe119,503.21159420289854,15115.937681159421,1
304,Atlanta, GA,AllLivesMatter,Sun Jun 21 12:09:30 +0000 2020,33.7627,-84.4225,#ffe119,1384.0,5228750.0,1
306,West Virginia, USA,AllLivesMatter,Sun Jun 21 12:09:07 +0000 2020,38.60089108910891,-80.84658366336635,#ffe119,363.8737623762376,3405.658415841584,1
308,Texas, USA,AllLivesMatter,Sun Jun 21 12:08:05 +0000 2020,30.65436949941793,-97.80444208381839,#ffe119,467.07974388824215,19220.278230500582,2
309,Texas, USA,AllLivesMatter,Sun Jun 21 12:08:05 +0000 2020,30.65436949941793,-97.80444208381839,#ffe119,467.07974388824215,19220.278230500582,2
310,Owings, MD,AllLivesMatter,Sun Jun 21 12:07:46 +0000 2020,38.7117,-76.6055,#ffe119,258.0,2634.0,1
311,Cleveland, OH,AllLivesMatter,Sun Jun 21 12:06:39 +0000 2020,41.4767,-81.6805,#ffe119,1915.0,1730363.0,1
313,Maryland, USA,AllLivesMatter,Sun Jun 21 12:05:47 +0000 2020,39.096691245136185,-76.99463501945526,#ffe119,843.964980544747,13387.101167315175,1
314,New Hampshire, USA,AllLivesMatter,Sun Jun 21 12:05:44 +0000 2020,43.49214736842106,-71.5028105263158,#ffe119,338.60526315789474,21042.447368421053,1
316,Lawrenceville, NJ,AllLivesMatter,Sun Jun 21 12:05:24 +0000 2020,40.3018,-74.7378,#ffe119,1420.0,3834.0,1
317,Phoenix, Arizona,AllLivesMatter,Sun Jun 21 12:04:50 +0000 2020,33.5722,-112.0891,#ffe119,1212.0,4081849.0,1
319,New York, NY,#COVID19,Sun Jun 21 02:24:25 +0000 2020,40.6943,-73.9249,#4363d8,11083.0,19354922.0,1
321,Tucson, AZ,#COVID19,Sun Jun 21 12:12:19 +0000 2020,32.1545,-110.8782,#4363d8,868.0,868391.0,1
323,Virginia, USA,#COVID19,Sun Jun 21 12:12:18 +0000 2020,37.7647656996587,-78.37606126279863,#4363d8,544.5238907849829,13988.131399317406,1
340,Washington, DC,#COVID19,Sun Jun 21 12:12:01 +0000 2020,38.9047,-77.0163,#4363d8,4382.0,5289420.0,1
341,Kent, Ohio,#COVID19,Sun Jun 21 12:12:00 +0000 2020,41.149,-81.361,#4363d8,1258.0,29915.0,1
344,Chicago, IL,#COVID19,Sun Jun 21 12:11:58 +0000 2020,41.8373,-87.6862,#4363d8,4612.0,8675982.0,1
345,Cedar Park, TX,#masculinity,Sun Jun 21 12:12:12 +0000 2020,30.5105,-97.8197,#f58231,1153.0,75704.0,1
372,New York, USA,#masculinity,Sun Jun 21 03:04:50 +0000 2020,42.11192215013902,-75.02628554216868,#f58231,970.2613531047266,35076.80815569972,1
373,Austin, TX,#masculinity,Sun Jun 21 01:00:52 +0000 2020,30.3006,-97.7517,#f58231,1144.0,1638716.0,1
374,Lafayette, CO,#Republican,Sun Jun 21 12:11:53 +0000 2020,39.9949,-105.0997,#911eb4,1160.0,91985.0,1
375,Texas, USA,#Republican,Sun Jun 21 12:09:04 +0000 2020,30.65436949941793,-97.80444208381839,#911eb4,467.07974388824215,19220.278230500582,1
377,Acworth, Georgia,#Republican,Sun Jun 21 12:05:55 +0000 2020,34.0565,-84.6709,#911eb4,989.0,22698.0,1
378,Indiana, USA,#Republican,Sun Jun 21 11:58:43 +0000 2020,39.980345575221236,-86.28141401179941,#911eb4,507.0575221238938,9087.176991150442,1
380,Florida, USA,#Republican,Sun Jun 21 11:40:15 +0000 2020,28.1400878021978,-82.12263065934067,#911eb4,927.0826373626373,33241.92747252747,1
381,Asheville, NC,#Republican,Sun Jun 21 11:35:34 +0000 2020,35.5704,-82.5537,#911eb4,778.0,309250.0,1
383,Windber, PA,#Republican,Sun Jun 21 11:31:01 +0000 2020,40.2355,-78.8247,#911eb4,761.0,3902.0,1
384,Yonkers, NY,#Republican,Sun Jun 21 11:25:41 +0000 2020,40.9466,-73.8674,#911eb4,4330.0,202019.0,1
386,Manhattan, NY,#Republican,Sun Jun 21 11:25:00 +0000 2020,40.7834,-73.9662,#911eb4,27799.0,1643734.0,1
388,South Carolina, USA,#Republican,Sun Jun 21 11:09:21 +0000 2020,34.02741446700507,-81.11013807106599,#911eb4,310.6446700507614,11497.964467005077,1
389,Philadelphia, MS,#Republican,Sun Jun 21 10:51:19 +0000 2020,32.7761,-89.1221,#911eb4,229.0,7545.0,1
391,New York, NY,#Republican,Sun Jun 21 10:35:46 +0000 2020,40.6943,-73.9249,#911eb4,11083.0,19354922.0,1
392,Birmingham, AL,#Republican,Sun Jun 21 10:29:06 +0000 2020,33.5277,-86.7987,#911eb4,556.0,744189.0,1
393,Massachusetts, USA,#Republican,Sun Jun 21 10:28:56 +0000 2020,42.08924751773049,-71.18091205673758,#911eb4,1008.886524822695,63636.99290780142,1
394,Provo, Utah,#Republican,Sun Jun 21 10:22:58 +0000 2020,40.2457,-111.6457,#911eb4,1087.0,503695.0,1
397,Ohio, USA,#Republican,Sun Jun 21 09:47:03 +0000 2020,40.35181636212625,-82.80448712624585,#911eb4,549.1569767441861,11432.45265780731,1
398,Chicago, IL,#Republican,Sun Jun 21 09:41:42 +0000 2020,41.8373,-87.6862,#911eb4,4612.0,8675982.0,1
403,New York, NY USA,#Democrat,Sun Jun 21 12:08:48 +0000 2020,42.11192215013902,-75.02628554216868,#42d4f4,970.2613531047266,35076.80815569972,1
405,North Carolina, USA,#Democrat,Sun Jun 21 12:05:15 +0000 2020,35.439809510869566,-79.32081358695652,#42d4f4,296.32065217391306,12504.385869565218,2
406,Cape Girardeau, MO,#Democrat,Sun Jun 21 12:04:00 +0000 2020,37.3108,-89.5596,#42d4f4,521.0,54588.0,1
407,Maryland, USA,#Democrat,Sun Jun 21 12:03:27 +0000 2020,39.096691245136185,-76.99463501945526,#42d4f4,843.964980544747,13387.101167315175,1
408,Paradise, NV,#Democrat,Sun Jun 21 12:03:04 +0000 2020,36.0807,-115.1369,#42d4f4,1915.0,231858.0,1
409,Fountain Hills, Arizona,#Democrat,Sun Jun 21 12:01:57 +0000 2020,33.6073,-111.7398,#42d4f4,468.0,24583.0,1
411,South Carolina, USA,#Democrat,Sun Jun 21 11:59:11 +0000 2020,34.02741446700507,-81.11013807106599,#42d4f4,310.6446700507614,11497.964467005077,1
412,New Jersey, USA,#Democrat,Sun Jun 21 11:58:06 +0000 2020,40.32016673040153,-74.52402217973231,#42d4f4,1469.2390057361376,10892.99808795411,1
413,Michigan, USA,#Democrat,Sun Jun 21 11:55:05 +0000 2020,43.47372115942029,-84.86635913043477,#42d4f4,503.21159420289854,15115.937681159421,1
414,Texas, USA #BackTheBlue,#Democrat,Sun Jun 21 11:54:54 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,2
415,Nebraska, USA,#Democrat,Sun Jun 21 11:53:04 +0000 2020,41.21501586206897,-98.35381551724139,#42d4f4,349.52758620689656,3250.1224137931035,1
416,North Carolina, USA,#Democrat,Sun Jun 21 11:51:15 +0000 2020,35.439809510869566,-79.32081358695652,#42d4f4,296.32065217391306,12504.385869565218,2
420,Bradford, PA,#Democrat,Sun Jun 21 11:37:34 +0000 2020,41.9604,-78.6413,#42d4f4,957.0,11442.0,1
421,Pennsylvania, USA,#Democrat,Sun Jun 21 11:37:03 +0000 2020,40.62121128472223,-77.63372887731481,#42d4f4,782.3564814814815,9051.620949074075,1
422,Los Angeles, CA,#Democrat,Sun Jun 21 11:35:27 +0000 2020,34.1139,-118.4068,#42d4f4,3295.0,12815475.0,1
424,Middletown, NY,#Democrat,Sun Jun 21 11:33:10 +0000 2020,41.4458,-74.4228,#42d4f4,2121.0,57973.0,1
425,Illinois, USA,#Democrat,Sun Jun 21 11:31:24 +0000 2020,40.335685557184746,-89.03020461876832,#42d4f4,554.2741935483871,13391.538856304986,1
426,Atlanta, GA,#Democrat,Sun Jun 21 11:29:49 +0000 2020,33.7627,-84.4225,#42d4f4,1384.0,5228750.0,1
427,Columbus, OH,#Democrat,Sun Jun 21 11:22:29 +0000 2020,39.986,-82.9851,#42d4f4,1551.0,1528314.0,1
428,Kentucky, USAhttps:,#Democrat,Sun Jun 21 11:21:41 +0000 2020,37.77555102420857,-85.40921098696461,#42d4f4,543.3631284916202,6122.7597765363125,1
429,Ormond Beach, FL,#Democrat,Sun Jun 21 11:14:52 +0000 2020,29.296,-81.1003,#42d4f4,499.0,42816.0,1
430,Fort Lauderdale, FL,#Democrat,Sun Jun 21 11:14:30 +0000 2020,26.1412,-80.1464,#42d4f4,2010.0,180072.0,1
431,Texas, USA,#Democrat,Sun Jun 21 11:09:20 +0000 2020,30.65436949941793,-97.80444208381839,#42d4f4,467.07974388824215,19220.278230500582,2
432,Iowa, USA,#Democrat,Sun Jun 21 11:05:40 +0000 2020,42.05805302879841,-93.38755978152929,#42d4f4,286.4915590863952,3145.91956305859,1
433,Washington, DC,#TulsaTrumpRally,Sun Jun 21 02:22:12 +0000 2020,38.9047,-77.0163,#f032e6,4382.0,5289420.0,1
